3.000000000000000000e+02 6.566362166000000400e+01 3.066461300000000167e-01
4.000000000000000000e+02 5.034937303000000242e+01 3.397038900000000083e-01
5.000000000000000000e+02 4.175944876999999877e+01 3.438317499999999916e-01
6.000000000000000000e+02 3.597854162000000144e+01 3.526003099999999724e-01
7.000000000000000000e+02 3.214744816000000327e+01 3.702851899999999863e-01
8.000000000000000000e+02 2.905777069999999895e+01 3.902192899999999964e-01
9.000000000000000000e+02 2.688530756999999838e+01 3.938005099999999925e-01
1.000000000000000000e+03 2.513634336000000147e+01 4.117189499999999724e-01
1.100000000000000000e+03 2.345593299000000087e+01 4.128074099999999858e-01
1.200000000000000000e+03 2.231772229999999979e+01 4.120903300000000047e-01
1.300000000000000000e+03 2.124648234000000002e+01 4.157264900000000041e-01
1.400000000000000000e+03 2.036765660000000011e+01 4.296942000000000261e-01
1.500000000000000000e+03 1.950769428999999988e+01 4.462772700000000037e-01
